

,,[80]
,[30-42-44],,[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,1.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.265625,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,1.109375,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[4-30-99],,[10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[15-30-99],,[11],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[30-38-99],,[12],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[30-42-99],,[13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[30-50-99],,[14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.312500,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[29-30-99],,[15],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,,,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[13-30-99],,[16],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.468750,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,,0.031250,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.437500,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[3-30-99],,[17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,0.406250,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,0.031250,,0.062500,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,,0.421875,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[30-48-99],,[18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.140625,,,0.093750,,,,,,,,,0.375000,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,,,0.062500,0.281250,,,0.062500,,,,,,0.484375,,,,,,,,,,,,,0.515625,,,,,0.375000,0.421875,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[30-40-99],,[19],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390625,0.343750,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,0.921875,,,,0.625000,,0.312500,,,0.187500,,,,0.250000,,0.218750,0.406250,,,,,,,0.562500,,,0.468750,0.171875,,0.375000,,,,,,,,,,0.562500,,,,,,0.468750,0.468750,,,,,,,,,,,,,0.281250,,,,,,,,0.125000,,,0.093750,,,,,,,,,0.281250,,,,,0.437500,,,,,,,,,,,,,,,,,,,0.406250,,,,,,,,,,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,1.046875,,,,,,0.281250,,,0.062500,,,,,,0.437500,,,,,,,,,,,,,0.515625,,,,,0.375000,0.421875,,,,,,0.109375,,,,,,,,,,,,,,,,,,,0.281250,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,0.375000,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,0.187500,0.156250,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
